clade	species	ts	te
93	1738	66	66
93	1739	66	66
93	1740	66	66
93	1741	66	66
93	1746	100	100
93	1747	101	101
93	1785	101	101
93	1820	100	100
93	1884	86	86
93	1887	86	86
93	1889	86	86
93	1890	86	86
93	1911	85	85
93	1912	85	85
93	1913	85	85
93	1915	85	85
93	1916	85	85
93	1955	84	84
93	1957	84	84
93	1962	84	84
93	1977	83	83
93	1978	83	83
93	1979	83	83
93	1980	83	83
93	1981	83	83
93	1982	83	83
93	1983	83	83
93	1997	116	116
93	2005	115	115
93	2012	114	114
93	2033	113	112
93	2042	113	113
93	2057	112	112
93	2061	111	111
93	2067	111	111
93	2075	110	110
93	2077	106	106
93	2078	105	105
93	2079	104	104
93	2080	103	103
93	2096	109	109
93	2109	108	108
93	2110	107	107
93	2111	106	106
93	2112	106	106
93	2113	105	105
93	2114	105	105
93	2115	104	104
93	2116	104	104
93	2117	103	103
93	2253	61	57
93	2261	64	59
93	2668	91	87
93	2669	94	87
93	2730	67	65
93	2771	66	65
93	2772	67	65
93	2862	99	92
94	1742	89	89
94	1743	100	100
94	1769	100	99
94	1830	89	89
94	1837	97	96
94	1838	95	94
94	1841	98	88
94	1842	99	99
94	1846	98	98
94	1848	97	95
94	1853	88	88
94	1856	94	93
94	1859	92	90
94	1861	88	88
94	1939	88	88
94	2670	100	100
95	374	16	15
95	958	14	8
96	752	85	84
96	1251	57	55
96	1546	85	84
96	1628	86	86
96	1827	95	93
96	1850	87	87
96	1851	86	86
96	1859	90	89
96	1860	89	88
96	1863	89	87
96	1864	86	86
96	1867	88	88
96	1869	87	87
96	1894	92	91
96	1928	90	90
96	1929	89	87
96	2728	85	84
97	56	43	15
97	58	7	2
97	61	8	2
97	62	28	21
97	63	25	21
97	78	27	21
97	82	14	12
97	84	50	35
97	113	2	2
97	114	20	2
97	116	10	5
97	117	4	2
97	122	2	2
98	21	78	77
98	261	78	77
98	821	79	79
98	1241	111	106
98	1622	82	82
98	1623	81	81
98	1624	82	82
98	1625	80	80
98	1626	82	82
98	1627	81	81
98	1628	86	86
98	1630	81	81
98	1631	80	80
98	1632	86	86
98	1742	106	106
98	1761	91	89
98	1769	106	87
98	1770	104	103
98	1775	98	92
98	1774	102	99
98	1789	106	106
98	1798	84	84
98	1799	84	84
98	1800	84	84
98	1811	106	95
98	1812	102	99
98	1813	96	96
98	1815	104	104
98	1822	83	83
98	1824	83	83
98	1825	83	83
98	1873	106	105
98	1894	105	97
98	1895	102	99
98	1896	104	104
98	1951	90	88
98	1952	87	87
98	1959	82	82
98	1960	81	81
98	1963	81	81
98	1964	80	80
98	1997	85	85
98	2005	85	85
98	2012	85	85
98	2135	114	112
98	2473	79	79
98	2658	81	80
99	344	26	20
99	404	39	35
99	405	36	33
99	461	51	41
99	465	62	44
99	466	50	48
99	490	19	15
99	584	64	62
99	590	37	26
99	627	36	33
99	676	39	20
99	699	64	63
99	704	31	29
99	731	64	62
99	733	44	41
99	747	45	41
99	748	57	54
99	820	78	64
99	835	81	81
99	836	80	80
99	875	45	39
99	969	28	26
99	1138	55	52
99	1178	59	37
99	1179	47	41
99	1180	50	41
99	1181	50	41
99	1227	43	26
99	1238	28	15
99	1254	48	44
99	1265	37	25
99	1437	25	21
99	2087	84	83
99	2088	83	83
99	2089	82	82
99	2090	82	82
99	2091	80	80
99	2092	87	87
99	2109	86	85
99	2154	20	14
99	2187	79	79
99	2189	75	75
99	2196	74	74
99	2197	74	74
99	2198	74	74
99	2199	73	73
99	2200	73	73
99	2203	69	67
99	2204	69	67
99	2208	79	79
99	2243	76	76
99	2244	76	76
99	2245	75	75
99	2263	40	35
99	2264	41	41
99	2267	34	32
99	2269	40	35
99	2270	41	41
99	2272	34	32
99	2275	40	35
99	2276	41	41
99	2277	34	32
99	2286	61	57
99	2326	18	14
99	2327	78	78
99	2328	77	77
99	2388	34	26
99	2398	78	77
99	2403	47	40
99	2474	37	32
99	2477	50	41
99	2482	62	51
99	2487	44	32
99	2701	66	65
99	2716	55	54
99	2733	81	81
99	2734	81	81
99	2756	66	54
99	2762	28	21
99	2784	45	45
99	2841	41	34
99	2859	32	30
99	2903	55	39
99	2922	48	48
99	2928	39	35
99	2930	31	15
100	240	33	24
100	343	53	28
100	409	40	38
100	427	14	10
100	463	51	46
100	488	58	10
100	596	65	34
100	640	73	57
100	748	74	74
100	831	78	78
100	832	77	77
100	833	78	78
100	834	77	77
100	840	76	75
100	841	76	75
100	849	79	79
100	962	48	45
100	1100	31	27
100	1105	48	13
100	1108	30	15
100	1201	8	5
100	1202	6	6
100	1208	10	9
100	1209	8	5
100	1210	10	5
100	1211	7	6
100	1231	42	10
100	1234	40	32
100	1236	53	7
100	1237	44	37
100	1240	44	40
100	1253	51	9
100	1322	33	32
100	1323	31	30
100	1438	60	34
100	1444	52	22
100	1551	11	5
100	1756	83	83
100	1791	84	84
100	1792	83	83
100	1830	89	89
100	1831	88	88
100	1832	87	87
100	1833	86	86
100	1834	85	85
100	1874	82	82
100	1875	81	81
100	2129	16	6
100	2167	27	24
100	2255	56	29
100	2260	60	57
100	2280	38	31
100	2330	10	9
100	2472	60	26
100	2537	80	80
100	2554	80	80
100	2660	67	63
100	2688	9	6
100	2704	76	75
100	2737	61	49
100	2749	57	45
100	2751	74	63
100	2760	39	21
100	2761	30	27
100	2763	20	10
100	2765	21	18
100	2768	58	57
100	2790	34	28
100	2814	54	24
100	2829	74	62
100	2830	75	75
100	2831	9	6
100	2842	25	16
100	2911	55	38
100	2917	12	5
100	2926	56	50
100	2967	10	7
100	2968	10	8
101	38	4	1
101	72	4	0
101	127	4	0
101	190	4	1
101	221	4	1
101	506	3	0
101	810	5	3
101	1256	1	1
101	2321	1	1
101	2322	1	1
101	2323	1	1
101	2364	3	1
101	2375	5	1
102	1166	103	102
102	1637	109	109
102	1650	109	109
102	1659	109	109
102	1669	109	109
102	1715	108	108
102	1725	108	108
102	1742	108	108
102	1743	108	108
102	1745	108	108
102	1758	107	107
102	1764	107	107
102	1798	106	106
102	1802	106	106
102	1804	106	106
102	1809	106	106
102	1824	105	105
102	1825	105	105
102	1826	105	105
102	1886	104	104
102	1888	104	104
102	1891	104	104
102	2028	111	110
102	2033	111	111
102	2042	111	110
102	2047	111	110
102	2054	111	111
102	2057	111	111
102	2061	111	111
102	2376	113	112
102	2864	110	109
102	2865	110	109
102	2866	109	109
103	68	104	104
103	103	104	104
103	123	104	104
103	1151	88	79
103	2067	99	97
103	2107	95	89
103	2390	110	105
103	2417	84	81
103	2821	103	96
104	940	90	89
104	1859	88	88
104	1935	88	88
104	1945	88	88
104	2005	92	92
104	2012	91	90
104	2670	93	89
105	1787	92	91
105	1788	93	93
105	1845	89	89
105	1847	92	91
105	1935	88	88
105	1942	90	85
105	2014	97	94
105	2021	97	94
105	2670	99	98
106	1891	83	83
106	1917	83	83
106	2670	82	82
107	2042	91	90
108	940	86	85
109	2468	13	9
110	408	7	6
110	415	8	6
110	1295	12	8
110	1413	14	13
110	1424	14	12
110	1426	14	10
110	1479	15	15
110	1480	15	15
110	1481	15	15
110	1492	15	15
110	1493	15	15
110	1494	14	12
110	1495	14	12
110	2170	8	5
110	2387	10	8
110	2483	24	23
110	2484	22	13
110	2485	22	13
110	2676	8	5
110	2681	24	13
110	2682	24	13
110	2683	24	13
110	2786	22	16
110	2787	22	14
110	2931	13	5
111	2589	95	93
112	671	53	47
112	2498	16	15
113	1166	95	94
114	2923	2	1
115	1166	91	91
115	1778	90	90
115	1870	90	89
115	1871	90	89
115	2024	88	88
115	2041	87	87
115	2046	88	88
115	2047	87	87
115	2051	86	85
115	2054	87	87
115	2055	86	85
115	2068	86	86
115	2076	86	86
115	2103	92	92
115	2104	95	92
115	2670	91	91
116	133	8	5
116	275	28	27
116	276	26	24
116	347	14	8
116	348	14	8
116	349	14	8
116	498	7	5
116	499	7	5
116	1430	16	5
116	2486	16	13
117	2002	105	105
117	2013	102	102
117	2015	102	102
117	2023	100	100
117	2044	90	88
117	2109	108	108
117	2122	107	107
117	2123	106	106
117	2124	106	105
117	2832	104	104
118	85	66	62
118	86	66	62
118	87	66	62
118	88	66	62
118	89	66	62
118	90	66	62
118	91	66	62
118	92	66	62
118	93	57	57
118	94	57	56
118	95	57	56
118	96	57	56
118	97	57	56
118	98	57	56
118	99	57	56
118	100	57	56
118	101	57	56
118	148	57	57
118	149	57	57
118	150	57	57
118	151	57	57
118	154	61	61
118	155	61	61
118	156	61	61
118	157	61	61
118	158	61	61
118	159	61	61
118	160	61	61
118	161	61	61
118	167	58	56
118	168	58	56
118	169	58	56
118	170	58	56
118	171	58	56
118	172	58	56
118	173	58	56
118	174	58	56
118	175	58	56
118	207	56	56
118	208	56	56
118	209	56	56
118	210	56	56
118	211	58	56
118	212	60	52
118	213	55	55
118	214	55	55
118	215	55	53
118	216	55	53
118	217	55	53
118	225	55	55
118	226	55	53
118	227	55	55
118	230	55	53
118	231	54	54
118	232	54	54
118	233	55	53
118	234	55	53
118	235	55	53
118	242	54	54
118	243	55	53
118	244	54	54
118	245	55	53
118	246	53	53
118	247	53	53
118	248	55	53
118	249	55	53
118	250	55	53
118	259	53	53
118	260	55	53
118	262	52	51
118	263	52	51
118	264	52	51
118	265	52	51
118	266	52	51
118	267	52	51
118	268	52	51
118	269	52	51
118	270	52	51
118	285	52	51
118	286	52	52
118	287	52	51
118	421	52	51
118	474	97	89
118	625	51	51
118	627	55	51
118	628	76	57
118	680	88	49
118	681	86	86
118	682	84	84
118	683	83	83
118	684	82	82
118	685	86	86
118	738	53	49
118	813	53	49
118	820	56	56
118	852	88	78
118	853	84	84
118	854	83	83
118	855	84	84
118	856	81	81
118	904	60	59
118	905	60	59
118	906	60	59
118	907	60	59
118	908	60	59
118	909	60	59
118	910	60	59
118	911	60	59
118	912	60	59
118	913	60	59
118	914	60	59
118	915	60	59
118	916	60	59
118	1149	59	59
118	1166	101	98
118	1223	59	57
118	1226	53	51
118	1260	55	51
118	1324	78	78
118	1374	77	77
118	1428	76	76
118	1436	56	51
118	1450	97	96
118	1452	101	91
118	1505	70	70
118	1507	69	67
118	1508	74	67
118	1510	74	67
118	1520	74	61
118	1988	110	110
118	1989	110	110
118	1997	112	106
118	2003	102	102
118	2005	111	106
118	2012	111	106
118	2018	106	106
118	2028	109	102
118	2033	109	109
118	2042	109	108
118	2043	104	104
118	2045	105	105
118	2046	104	104
118	2047	108	106
118	2061	108	108
118	2067	105	105
118	2098	102	102
118	2300	60	59
118	2303	59	59
118	2309	88	57
118	2310	87	86
118	2311	85	85
118	2312	85	85
118	2313	84	84
118	2314	82	82
118	2315	84	84
118	2316	83	83
118	2317	87	87
118	2318	82	82
118	2405	82	82
118	2406	83	83
118	2407	83	83
118	2489	57	56
118	2659	58	56
118	2671	85	84
118	2672	84	84
118	2673	83	83
118	2674	82	82
118	2677	59	59
118	2696	88	88
118	2710	95	89
118	2735	90	89
118	2740	77	77
118	2741	77	75
118	2811	69	51
118	2850	59	57
118	2964	49	49
119	481	45	41
119	497	99	99
119	871	42	42
119	1456	43	43
119	1817	101	101
119	1818	100	100
119	1901	90	90
119	1902	90	90
119	1903	90	90
119	1906	101	101
119	1907	100	100
119	2012	99	99
119	2027	83	80
119	2052	100	100
119	2065	84	84
119	2066	83	82
119	2067	86	86
119	2071	85	84
119	2072	85	84
119	2105	83	80
119	2588	103	103
119	2589	102	102
119	2591	87	87
119	2611	96	96
119	2613	95	95
119	2623	94	93
119	2628	93	93
119	2633	98	98
119	2634	97	97
119	2670	92	92
119	2710	92	91
119	2713	92	91
119	2714	91	91
119	2833	103	103
119	2916	89	88
120	2404	7	4
120	2419	3	1
120	2990	1	1
121	203	67	67
122	475	98	98
122	476	98	98
122	1775	97	96
122	1776	97	96
123	940	86	85
124	2000	93	93
124	2007	92	91
124	2022	93	91
124	2049	90	90
124	2050	90	90
125	1991	85	85
125	1993	85	85
126	162	69	65
126	163	64	63
126	164	64	63
126	165	62	60
126	166	62	60
126	184	76	76
126	185	75	75
126	188	74	74
126	189	73	73
126	353	63	60
126	354	63	60
126	355	63	61
126	357	62	62
126	358	64	60
126	359	63	63
126	395	74	73
126	401	69	65
126	468	60	60
126	647	70	70
126	748	60	60
126	820	75	73
126	1382	99	99
126	1383	98	96
126	1384	98	96
126	1385	100	100
126	1386	100	100
126	1387	95	93
126	1388	93	93
126	1389	87	86
126	1390	85	85
126	1391	92	91
126	1392	90	90
126	1393	90	89
126	1394	88	86
126	1395	85	84
126	1396	84	83
126	1397	82	82
126	1398	92	91
126	1399	89	89
126	1400	88	86
126	1401	86	85
126	1402	83	83
126	1451	96	96
126	1771	104	78
126	1775	77	76
126	1776	76	76
126	1777	76	76
126	1778	95	93
126	1811	76	76
126	1814	76	76
126	1866	84	84
126	1868	82	82
126	1920	82	79
126	1935	84	84
126	1936	84	83
126	1943	83	83
126	1944	82	82
126	1970	98	98
126	1971	97	95
126	1976	83	83
126	1984	92	89
126	1985	92	89
126	1986	90	89
126	1992	84	83
126	1994	85	84
126	1995	84	83
126	2171	95	93
126	2172	101	100
126	2173	102	102
126	2174	99	98
126	2175	101	101
126	2176	99	97
126	2177	99	99
126	2178	98	96
126	2179	98	96
126	2180	97	97
126	2181	90	89
126	2182	92	91
126	2285	74	73
126	2712	76	73
126	2744	67	65
126	2745	69	62
126	2975	88	88
126	2976	89	87
126	2977	86	86
126	2978	87	87
126	2979	86	86
127	1858	86	85
127	1860	86	85
127	1862	86	85
127	1938	86	85
127	1947	86	85
128	1045	13	10
128	1046	15	14
128	1047	13	10
128	1048	15	13
128	1049	13	10
128	1050	15	14
128	1051	13	10
128	1052	15	14
128	1053	13	10
128	1054	13	12
128	1055	13	12
128	1446	10	4
128	2220	15	10
128	2228	16	10
128	2237	16	10
128	2353	8	6
128	2356	12	6
128	2938	9	6
128	2939	9	6
128	2940	14	6
128	2944	8	6
128	2945	14	6
128	2946	11	6
128	2947	10	6
128	2955	11	4
128	2962	8	4
129	868	88	88
129	1999	92	91
129	2018	90	89
129	2019	87	87
129	2020	88	88
129	2081	94	94
129	2082	93	93
129	2083	93	92
129	2084	91	90
129	2085	90	88
129	2086	88	86
